timestamp,machine_id,operator_id,engine_hours,engine_rpm,engine_load_pct,machine_speed_kmh,fuel_used_l,idling_time_min,load_cycles,operating_state,seatbelt_status,proximity_distance_m,gps_zone,working_condition,coolant_temp_c,hydraulic_oil_temp_c,fault_code,task_id
2026-09-20T06:01:30Z,CAT-994K-301,OP-104,9860.84,1547.1,58.5,0.1,1.71,0.0,1,LOADING,FASTENED,9.7,PIT_FLOOR_BENCH_A,NORMAL,83.9,67.8,NONE,TSK-1004
2026-09-20T06:01:30Z,CAT-D11-401,OP-105,16480.04,1973.7,84.0,4.1,2.76,0.0,1,DOZING,FASTENED,15.2,STAGING_BAY_4,MUDDY,85.7,70.6,NONE,TSK-1002
2026-09-20T06:02:15Z,CAT-797F-101,OP-101,8420.55,1668.2,73.2,0.8,2.2,0.0,0,LOADING,FASTENED,7.5,PIT_FLOOR_BENCH_A,SEVERE,85.6,68.8,NONE,TSK-1001
2026-09-20T06:02:15Z,CAT-797F-102,OP-102,14210.05,1459.3,75.0,1.0,2.56,0.0,0,LOADING,FASTENED,8.1,PIT_FLOOR_BENCH_B,NORMAL,85.2,69.5,NONE,TSK-1010
2026-09-20T06:02:15Z,CAT-6060-201,OP-103,5120.25,1963.7,83.4,4.6,5.78,0.0,0,EXCAVATING,FASTENED,12.5,PIT_FLOOR_BENCH_B,SEVERE,85.9,69.6,NONE,TSK-1005
2026-09-20T06:02:15Z,CAT-994K-301,OP-104,9860.85,1487.9,67.5,0.7,2.27,0.0,1,LOADING,FASTENED,9.6,PIT_FLOOR_BENCH_A,NORMAL,84.5,68.2,NONE,TSK-1004
2026-09-20T06:02:15Z,CAT-D11-401,OP-105,16480.05,1929.2,80.6,3.0,3.68,0.0,1,DOZING,FASTENED,14.0,STAGING_BAY_4,MUDDY,86.6,71.0,NONE,TSK-1002
2026-09-20T06:03:00Z,CAT-797F-101,OP-101,8420.56,1484.3,68.1,1.1,2.86,0.0,0,LOADING,FASTENED,8.8,PIT_FLOOR_BENCH_A,SEVERE,86.4,69.2,NONE,TSK-1001
2026-09-20T06:03:00Z,CAT-797F-102,OP-102,14210.06,1579.0,72.8,0.5,3.28,0.0,0,LOADING,FASTENED,10.1,PIT_FLOOR_BENCH_B,NORMAL,85.7,69.9,NONE,TSK-1010
2026-09-20T06:03:00Z,CAT-6060-201,OP-103,5120.26,1968.9,80.9,2.3,7.22,0.0,0,EXCAVATING,FASTENED,11.6,PIT_FLOOR_BENCH_B,SEVERE,86.8,70.1,NONE,TSK-1005
2026-09-20T06:03:00Z,CAT-994K-301,OP-104,9860.86,1656.0,64.5,0.1,2.84,0.0,1,LOADING,FASTENED,6.4,PIT_FLOOR_BENCH_A,NORMAL,85.0,68.6,NONE,TSK-1004
2026-09-20T06:03:00Z,CAT-D11-401,OP-105,16480.06,1973.4,82.1,1.5,4.59,0.0,1,DOZING,FASTENED,8.8,STAGING_BAY_4,MUDDY,87.4,71.4,NONE,TSK-1002
2026-09-20T06:03:45Z,CAT-797F-101,OP-101,8420.58,1618.5,68.4,0.5,3.52,0.0,0,LOADING,FASTENED,10.4,PIT_FLOOR_BENCH_A,SEVERE,87.1,69.6,NONE,TSK-1001
2026-09-20T06:03:45Z,CAT-797F-102,OP-102,14210.08,1576.9,73.3,0.1,4.0,0.0,0,LOADING,FASTENED,7.4,PIT_FLOOR_BENCH_B,NORMAL,86.2,70.3,NONE,TSK-1010
2026-09-20T06:03:45Z,CAT-6060-201,OP-103,5120.27,1781.1,84.6,1.6,8.66,0.0,0,EXCAVATING,FASTENED,14.8,PIT_FLOOR_BENCH_B,SEVERE,87.6,70.6,NONE,TSK-1005
2026-09-20T06:03:45Z,CAT-994K-301,OP-104,9860.88,1678.8,66.5,1.0,3.41,0.0,1,LOADING,FASTENED,10.2,PIT_FLOOR_BENCH_A,NORMAL,85.5,69.0,NONE,TSK-1004
2026-09-20T06:03:45Z,CAT-D11-401,OP-105,16480.08,1995.5,86.7,3.6,5.51,0.0,1,DOZING,FASTENED,8.4,STAGING_BAY_4,MUDDY,88.2,71.8,NONE,TSK-1002
2026-09-20T06:04:30Z,CAT-797F-101,OP-101,8420.59,1698.8,60.3,0.2,4.17,0.0,0,LOADING,FASTENED,9.5,PIT_FLOOR_BENCH_A,SEVERE,87.6,69.9,NONE,TSK-1001
2026-09-20T06:04:30Z,CAT-797F-102,OP-102,14210.09,1701.5,89.4,23.1,5.18,0.0,0,HAULING_LOADED,FASTENED,31.2,HAUL_ROAD_SOUTH,NORMAL,86.9,70.8,NONE,TSK-1010
2026-09-20T06:04:30Z,CAT-6060-201,OP-103,5120.29,1940.0,75.6,4.0,10.11,0.0,0,EXCAVATING,FASTENED,11.0,PIT_FLOOR_BENCH_B,SEVERE,88.3,70.9,NONE,TSK-1005
2026-09-20T06:04:30Z,CAT-994K-301,OP-104,9860.89,1552.3,62.4,0.9,3.98,0.0,1,LOADING,FASTENED,9.9,PIT_FLOOR_BENCH_A,NORMAL,85.9,69.4,NONE,TSK-1004
2026-09-20T06:04:30Z,CAT-D11-401,OP-105,16480.09,1775.5,76.0,1.6,6.43,0.0,1,DOZING,FASTENED,16.6,STAGING_BAY_4,MUDDY,88.9,72.1,NONE,TSK-1002
2026-09-20T06:05:15Z,CAT-797F-101,OP-101,8420.6,1531.6,68.2,0.6,4.83,0.0,0,LOADING,FASTENED,8.2,PIT_FLOOR_BENCH_A,SEVERE,88.2,70.3,NONE,TSK-1001
2026-09-20T06:05:15Z,CAT-797F-102,OP-102,14210.1,1888.7,74.3,21.4,6.36,0.0,0,HAULING_LOADED,FASTENED,27.9,HAUL_ROAD_SOUTH,NORMAL,87.3,71.2,NONE,TSK-1010
2026-09-20T06:05:15Z,CAT-6060-201,OP-103,5120.3,1896.0,87.7,1.2,11.55,0.0,0,EXCAVATING,FASTENED,13.5,PIT_FLOOR_BENCH_B,SEVERE,89.1,71.4,NONE,TSK-1005
2026-09-20T06:05:15Z,CAT-994K-301,OP-104,9860.9,1452.3,61.0,0.3,4.55,0.0,1,LOADING,FASTENED,6.7,PIT_FLOOR_BENCH_A,NORMAL,86.3,69.7,NONE,TSK-1004
2026-09-20T06:05:15Z,CAT-D11-401,OP-105,16480.1,1848.4,75.1,4.0,7.35,0.0,1,DOZING,FASTENED,10.5,STAGING_BAY_4,MUDDY,89.4,72.4,NONE,TSK-1002
2026-09-20T06:06:00Z,CAT-797F-101,OP-101,8420.61,1839.7,85.4,20.4,5.91,0.0,0,HAULING_LOADED,FASTENED,31.1,RAMP_ACCESS_EAST,SEVERE,89.0,70.7,NONE,TSK-1001
2026-09-20T06:06:00Z,CAT-797F-102,OP-102,14210.11,1809.1,81.2,17.0,7.53,0.0,0,HAULING_LOADED,FASTENED,28.8,HAUL_ROAD_SOUTH,NORMAL,87.8,71.6,NONE,TSK-1010
2026-09-20T06:06:00Z,CAT-6060-201,OP-103,5120.31,1871.3,87.2,2.2,12.99,0.0,0,EXCAVATING,FASTENED,13.7,PIT_FLOOR_BENCH_B,SEVERE,89.8,71.8,NONE,TSK-1005
2026-09-20T06:06:00Z,CAT-994K-301,OP-104,9860.91,1501.6,74.0,0.6,5.12,0.0,1,LOADING,FASTENED,9.4,PIT_FLOOR_BENCH_A,NORMAL,86.8,70.1,NONE,TSK-1004
2026-09-20T06:06:00Z,CAT-D11-401,OP-105,16480.11,1881.0,77.0,2.7,8.27,0.0,1,DOZING,FASTENED,13.6,STAGING_BAY_4,MUDDY,90.0,72.7,NONE,TSK-1002
2026-09-20T06:06:45Z,CAT-797F-101,OP-101,8420.63,1917.6,86.9,18.8,6.98,0.0,0,HAULING_LOADED,FASTENED,41.8,RAMP_ACCESS_EAST,SEVERE,89.7,71.2,NONE,TSK-1001
2026-09-20T06:06:45Z,CAT-797F-102,OP-102,14210.13,1858.3,82.6,18.4,8.71,0.0,0,HAULING_LOADED,FASTENED,41.7,HAUL_ROAD_SOUTH,NORMAL,88.3,71.9,NONE,TSK-1010
2026-09-20T06:06:45Z,CAT-6060-201,OP-103,5120.32,2037.5,87.3,1.6,14.44,0.0,0,EXCAVATING,FASTENED,9.4,PIT_FLOOR_BENCH_B,SEVERE,90.4,72.2,NONE,TSK-1005
2026-09-20T06:06:45Z,CAT-994K-301,OP-104,9860.93,1502.0,58.1,0.9,5.69,0.0,1,LOADING,FASTENED,6.4,PIT_FLOOR_BENCH_A,NORMAL,87.1,70.4,NONE,TSK-1004
2026-09-20T06:06:45Z,CAT-D11-401,OP-105,16480.13,1938.4,83.8,3.3,9.19,0.0,1,DOZING,FASTENED,16.1,STAGING_BAY_4,MUDDY,90.6,73.1,NONE,TSK-1002
2026-09-20T06:07:30Z,CAT-797F-101,OP-101,8420.64,1920.5,84.9,28.3,8.06,0.0,0,HAULING_LOADED,FASTENED,29.0,RAMP_ACCESS_EAST,SEVERE,90.3,71.6,NONE,TSK-1001
2026-09-20T06:07:30Z,CAT-797F-102,OP-102,14210.14,1779.0,80.8,21.9,9.89,0.0,0,HAULING_LOADED,FASTENED,37.7,HAUL_ROAD_SOUTH,NORMAL,88.7,72.3,NONE,TSK-1010
2026-09-20T06:07:30Z,CAT-6060-201,OP-103,5120.34,1927.4,81.7,1.3,15.88,0.0,0,EXCAVATING,FASTENED,14.5,PIT_FLOOR_BENCH_B,SEVERE,90.9,72.6,NONE,TSK-1005
2026-09-20T06:07:30Z,CAT-994K-301,OP-104,9860.94,1560.6,60.7,0.8,6.26,0.0,1,LOADING,FASTENED,10.9,PIT_FLOOR_BENCH_A,NORMAL,87.3,70.6,NONE,TSK-1004
2026-09-20T06:07:30Z,CAT-D11-401,OP-105,16480.14,1928.2,82.3,3.3,10.11,0.0,1,DOZING,FASTENED,21.4,STAGING_BAY_4,MUDDY,91.1,73.4,NONE,TSK-1002
2026-09-20T06:08:15Z,CAT-797F-101,OP-101,8420.65,1710.3,90.2,23.1,9.14,0.0,0,HAULING_LOADED,FASTENED,25.3,RAMP_ACCESS_EAST,SEVERE,90.9,72.0,NONE,TSK-1001
2026-09-20T06:08:15Z,CAT-797F-102,OP-102,14210.15,1825.3,91.2,21.6,11.07,0.0,0,HAULING_LOADED,FASTENED,42.7,HAUL_ROAD_SOUTH,NORMAL,89.2,72.7,NONE,TSK-1010
2026-09-20T06:08:15Z,CAT-6060-201,OP-103,5120.35,2044.7,76.6,3.6,17.32,0.0,0,EXCAVATING,FASTENED,8.5,PIT_FLOOR_BENCH_B,SEVERE,91.3,72.9,NONE,TSK-1005
2026-09-20T06:08:15Z,CAT-994K-301,OP-104,9860.95,701.8,15.5,0.0,6.42,0.8,1,IDLE,FASTENED,19.4,STAGING_BAY_4,NORMAL,87.1,70.5,NONE,TSK-1004
2026-09-20T06:08:15Z,CAT-D11-401,OP-105,16480.15,1986.8,87.3,1.3,11.02,0.0,1,DOZING,FASTENED,9.3,STAGING_BAY_4,MUDDY,91.6,73.7,NONE,TSK-1002
2026-09-20T06:09:00Z,CAT-797F-101,OP-101,8420.66,1771.0,86.5,24.2,10.22,0.0,0,HAULING_LOADED,FASTENED,45.4,RAMP_ACCESS_EAST,SEVERE,91.4,72.4,NONE,TSK-1001
2026-09-20T06:09:00Z,CAT-797F-102,OP-102,14210.16,1783.3,83.7,17.8,12.25,0.0,0,HAULING_LOADED,FASTENED,29.8,HAUL_ROAD_SOUTH,NORMAL,89.5,73.0,NONE,TSK-1010
2026-09-20T06:09:00Z,CAT-6060-201,OP-103,5120.36,1959.5,82.4,3.4,18.77,0.0,0,EXCAVATING,FASTENED,21.1,PIT_FLOOR_BENCH_B,SEVERE,91.8,73.2,NONE,TSK-1005
2026-09-20T06:09:00Z,CAT-994K-301,OP-104,9860.96,702.6,14.7,0.0,6.58,1.5,1,IDLE,FASTENED,25.4,STAGING_BAY_4,NORMAL,86.8,70.4,NONE,TSK-1004
2026-09-20T06:09:00Z,CAT-D11-401,OP-105,16480.16,1998.7,89.0,3.7,11.94,0.0,1,DOZING,FASTENED,15.4,STAGING_BAY_4,MUDDY,92.1,74.0,NONE,TSK-1002
2026-09-20T06:09:45Z,CAT-797F-101,OP-101,8420.68,1805.9,79.2,20.5,11.3,0.0,0,HAULING_LOADED,FASTENED,25.0,RAMP_ACCESS_EAST,SEVERE,91.9,72.7,NONE,TSK-1001
2026-09-20T06:09:45Z,CAT-797F-102,OP-102,14210.18,1936.9,81.7,18.8,13.43,0.0,0,HAULING_LOADED,FASTENED,23.9,HAUL_ROAD_SOUTH,NORMAL,89.8,73.3,NONE,TSK-1010
2026-09-20T06:09:45Z,CAT-6060-201,OP-103,5120.37,2003.3,76.9,4.1,20.21,0.0,0,EXCAVATING,FASTENED,19.7,PIT_FLOOR_BENCH_B,SEVERE,92.2,73.4,NONE,TSK-1005
2026-09-20T06:09:45Z,CAT-994K-301,OP-104,9860.98,682.3,12.0,0.0,6.74,2.2,1,IDLE,FASTENED,24.7,STAGING_BAY_4,NORMAL,86.6,70.3,NONE,TSK-1004
2026-09-20T06:09:45Z,CAT-D11-401,OP-105,16480.18,1863.0,78.1,4.3,12.86,0.0,1,DOZING,FASTENED,18.8,STAGING_BAY_4,MUDDY,92.5,74.3,NONE,TSK-1002
2026-09-20T06:10:30Z,CAT-797F-101,OP-101,8420.69,1741.4,80.8,21.1,12.38,0.0,0,HAULING_LOADED,FASTENED,38.9,RAMP_ACCESS_EAST,SEVERE,92.3,73.1,NONE,TSK-1001
2026-09-20T06:10:30Z,CAT-797F-102,OP-102,14210.19,1811.0,77.7,25.4,14.61,0.0,0,HAULING_LOADED,FASTENED,32.6,HAUL_ROAD_SOUTH,NORMAL,90.1,73.6,NONE,TSK-1010
2026-09-20T06:10:30Z,CAT-6060-201,OP-103,5120.39,1842.8,90.4,2.9,21.66,0.0,0,EXCAVATING,FASTENED,19.7,PIT_FLOOR_BENCH_B,SEVERE,92.6,73.8,NONE,TSK-1005
2026-09-20T06:10:30Z,CAT-994K-301,OP-104,9860.99,736.8,15.9,0.0,6.91,3.0,1,IDLE,FASTENED,20.5,STAGING_BAY_4,NORMAL,86.4,70.2,NONE,TSK-1004
2026-09-20T06:10:30Z,CAT-D11-401,OP-105,16480.19,1864.6,85.0,4.9,13.78,0.0,1,DOZING,FASTENED,19.4,STAGING_BAY_4,MUDDY,92.9,74.5,NONE,TSK-1002
2026-09-20T06:11:15Z,CAT-797F-101,OP-101,8420.7,1734.6,77.0,24.0,13.45,0.0,0,HAULING_LOADED,FASTENED,44.5,RAMP_ACCESS_EAST,SEVERE,92.6,73.3,NONE,TSK-1001
2026-09-20T06:11:15Z,CAT-797F-102,OP-102,14210.2,1725.6,88.9,26.6,15.79,0.0,0,HAULING_LOADED,FASTENED,28.0,HAUL_ROAD_SOUTH,NORMAL,90.4,73.9,NONE,TSK-1010
2026-09-20T06:11:15Z,CAT-6060-201,OP-103,5120.4,1831.8,92.2,1.6,23.1,0.0,0,EXCAVATING,FASTENED,14.1,PIT_FLOOR_BENCH_B,SEVERE,93.1,74.1,NONE,TSK-1005
2026-09-20T06:11:15Z,CAT-994K-301,OP-104,9861.0,1729.1,63.3,0.5,7.47,3.0,2,LOADING,FASTENED,7.9,PIT_FLOOR_BENCH_B,NORMAL,86.8,70.5,NONE,TSK-1004
2026-09-20T06:11:15Z,CAT-D11-401,OP-105,16480.2,1774.5,79.3,2.3,14.7,0.0,1,DOZING,FASTENED,9.4,STAGING_BAY_4,MUDDY,93.2,74.7,NONE,TSK-1002
2026-09-20T06:12:00Z,CAT-797F-101,OP-101,8420.71,1783.8,74.9,16.5,14.53,0.0,0,HAULING_LOADED,FASTENED,45.7,RAMP_ACCESS_EAST,SEVERE,92.9,73.6,NONE,TSK-1001
2026-09-20T06:12:00Z,CAT-797F-102,OP-102,14210.21,1907.8,87.2,21.9,16.96,0.0,0,HAULING_LOADED,FASTENED,37.2,HAUL_ROAD_SOUTH,NORMAL,90.7,74.2,NONE,TSK-1010
2026-09-20T06:12:00Z,CAT-6060-201,OP-103,5120.41,1914.6,88.8,3.1,24.54,0.0,0,EXCAVATING,FASTENED,9.6,PIT_FLOOR_BENCH_A,SEVERE,93.5,74.4,NONE,TSK-1005
2026-09-20T06:12:00Z,CAT-994K-301,OP-104,9861.01,1540.3,56.0,0.5,8.04,3.0,2,LOADING,FASTENED,10.0,PIT_FLOOR_BENCH_B,NORMAL,87.0,70.7,NONE,TSK-1004
2026-09-20T06:12:00Z,CAT-D11-401,OP-105,16480.21,1783.3,92.2,3.4,15.62,0.0,1,DOZING,FASTENED,8.2,STAGING_BAY_4,MUDDY,93.6,75.0,NONE,TSK-1002
2026-09-20T06:12:45Z,CAT-797F-101,OP-101,8420.73,1760.5,74.9,21.4,15.61,0.0,0,HAULING_LOADED,FASTENED,37.2,RAMP_ACCESS_EAST,SEVERE,93.1,73.8,NONE,TSK-1001
2026-09-20T06:12:45Z,CAT-797F-102,OP-102,14210.23,1804.1,85.3,17.1,18.14,0.0,0,HAULING_LOADED,FASTENED,47.3,HAUL_ROAD_SOUTH,NORMAL,91.0,74.5,NONE,TSK-1010
2026-09-20T06:12:45Z,CAT-6060-201,OP-103,5120.42,1907.8,84.6,5.0,25.99,0.0,0,EXCAVATING,FASTENED,15.8,PIT_FLOOR_BENCH_A,SEVERE,93.8,74.7,NONE,TSK-1005
2026-09-20T06:12:45Z,CAT-994K-301,OP-104,9861.03,1591.0,67.7,1.2,8.61,3.0,2,LOADING,FASTENED,7.3,PIT_FLOOR_BENCH_B,NORMAL,87.4,71.0,NONE,TSK-1004
2026-09-20T06:12:45Z,CAT-D11-401,OP-105,16480.23,1986.6,81.6,3.9,16.54,0.0,1,DOZING,FASTENED,16.8,STAGING_BAY_4,MUDDY,93.8,75.2,NONE,TSK-1002
2026-09-20T06:13:30Z,CAT-797F-101,OP-101,8420.74,1883.8,78.7,16.6,16.69,0.0,0,HAULING_LOADED,FASTENED,35.3,RAMP_ACCESS_EAST,SEVERE,93.4,74.0,NONE,TSK-1001
2026-09-20T06:13:30Z,CAT-797F-102,OP-102,14210.24,1743.8,87.6,21.8,19.32,0.0,0,HAULING_LOADED,FASTENED,39.5,HAUL_ROAD_SOUTH,NORMAL,91.3,74.8,NONE,TSK-1010
2026-09-20T06:13:30Z,CAT-6060-201,OP-103,5120.44,1993.4,76.2,4.1,27.43,0.0,0,EXCAVATING,FASTENED,14.4,PIT_FLOOR_BENCH_A,SEVERE,94.0,74.9,NONE,TSK-1005
2026-09-20T06:13:30Z,CAT-994K-301,OP-104,9861.04,1463.1,59.0,0.1,9.18,3.0,2,LOADING,FASTENED,10.7,PIT_FLOOR_BENCH_B,NORMAL,87.6,71.3,NONE,TSK-1004
2026-09-20T06:13:30Z,CAT-D11-401,OP-105,16480.24,2046.7,85.3,2.0,17.46,0.0,1,DOZING,FASTENED,18.5,STAGING_BAY_4,MUDDY,94.1,75.5,NONE,TSK-1002
2026-09-20T06:14:15Z,CAT-797F-101,OP-101,8420.75,1789.2,87.6,26.8,17.77,0.0,0,HAULING_LOADED,FASTENED,29.3,RAMP_ACCESS_EAST,SEVERE,93.7,74.3,NONE,TSK-1001
2026-09-20T06:14:15Z,CAT-797F-102,OP-102,14210.25,1792.0,89.8,25.3,20.5,0.0,0,HAULING_LOADED,FASTENED,45.0,HAUL_ROAD_SOUTH,NORMAL,91.5,75.1,NONE,TSK-1010
2026-09-20T06:14:15Z,CAT-6060-201,OP-103,5120.45,2042.1,84.4,3.0,28.88,0.0,0,EXCAVATING,FASTENED,20.9,PIT_FLOOR_BENCH_A,SEVERE,94.2,75.1,NONE,TSK-1005
2026-09-20T06:14:15Z,CAT-994K-301,OP-104,9861.05,1690.3,69.5,0.1,9.75,3.0,2,LOADING,FASTENED,9.0,PIT_FLOOR_BENCH_B,NORMAL,87.9,71.5,NONE,TSK-1004
2026-09-20T06:14:15Z,CAT-D11-401,OP-105,16480.25,1913.6,81.1,1.3,18.37,0.0,1,DOZING,FASTENED,17.3,STAGING_BAY_4,MUDDY,94.4,75.6,NONE,TSK-1002
2026-09-20T06:15:00Z,CAT-797F-101,OP-101,8420.76,1850.7,80.5,24.6,18.84,0.0,0,HAULING_LOADED,FASTENED,29.8,RAMP_ACCESS_EAST,SEVERE,94.0,74.5,NONE,TSK-1001
2026-09-20T06:15:00Z,CAT-797F-102,OP-102,14210.26,1917.5,79.1,28.5,21.68,0.0,0,HAULING_LOADED,FASTENED,27.7,HAUL_ROAD_SOUTH,NORMAL,91.6,75.2,NONE,TSK-1010
2026-09-20T06:15:00Z,CAT-6060-201,OP-103,5120.46,2034.4,76.4,3.6,30.32,0.0,0,EXCAVATING,FASTENED,13.1,PIT_FLOOR_BENCH_A,SEVERE,94.4,75.3,NONE,TSK-1005
2026-09-20T06:15:00Z,CAT-994K-301,OP-104,9861.06,1653.8,74.1,0.2,10.32,3.0,2,LOADING,FASTENED,9.0,PIT_FLOOR_BENCH_B,NORMAL,88.3,71.9,NONE,TSK-1004
2026-09-20T06:15:00Z,CAT-D11-401,OP-105,16480.26,1820.8,87.3,2.4,19.29,0.0,1,DOZING,FASTENED,21.3,STAGING_BAY_4,MUDDY,94.6,75.8,NONE,TSK-1002
2026-09-20T06:15:45Z,CAT-797F-101,OP-101,8420.78,1290.1,47.2,1.5,19.36,0.0,0,DUMPING,FASTENED,12.2,OVERBURDEN_DUMP_WEST,SEVERE,93.8,74.5,NONE,TSK-1001
2026-09-20T06:15:45Z,CAT-797F-102,OP-102,14210.28,1211.4,42.4,1.2,22.24,0.0,0,DUMPING,FASTENED,7.4,OVERBURDEN_DUMP_WEST,NORMAL,91.4,75.1,NONE,TSK-1010
2026-09-20T06:15:45Z,CAT-6060-201,OP-103,5120.47,1899.7,82.4,3.2,31.76,0.0,0,EXCAVATING,FASTENED,11.7,PIT_FLOOR_BENCH_A,SEVERE,94.6,75.5,NONE,TSK-1005
2026-09-20T06:15:45Z,CAT-994K-301,OP-104,9861.08,1583.9,74.9,0.3,10.89,3.0,2,LOADING,FASTENED,10.6,PIT_FLOOR_BENCH_B,NORMAL,88.6,72.2,NONE,TSK-1004
2026-09-20T06:15:45Z,CAT-D11-401,OP-105,16480.28,1786.8,91.2,2.8,20.21,0.0,1,DOZING,FASTENED,20.6,STAGING_BAY_4,MUDDY,94.9,76.1,NONE,TSK-1002
2026-09-20T06:16:30Z,CAT-797F-101,OP-101,8420.79,1124.6,42.9,2.8,19.88,0.0,0,DUMPING,FASTENED,8.9,OVERBURDEN_DUMP_WEST,SEVERE,93.6,74.4,NONE,TSK-1001
2026-09-20T06:16:30Z,CAT-797F-102,OP-102,14210.29,1118.2,40.7,2.9,22.81,0.0,0,DUMPING,FASTENED,12.9,OVERBURDEN_DUMP_WEST,NORMAL,91.1,75.0,NONE,TSK-1010
2026-09-20T06:16:30Z,CAT-6060-201,OP-103,5120.49,2028.2,87.1,4.2,33.21,0.0,0,EXCAVATING,FASTENED,15.1,PIT_FLOOR_BENCH_A,SEVERE,94.9,75.7,NONE,TSK-1005
2026-09-20T06:16:30Z,CAT-994K-301,OP-104,9861.09,1687.1,55.5,0.7,11.46,3.0,2,LOADING,FASTENED,7.8,PIT_FLOOR_BENCH_A,NORMAL,88.7,72.3,NONE,TSK-1004
2026-09-20T06:16:30Z,CAT-D11-401,OP-105,16480.29,1915.5,86.6,1.3,21.13,0.0,1,DOZING,FASTENED,12.3,STAGING_BAY_4,MUDDY,95.1,76.3,NONE,TSK-1002
2026-09-20T06:17:15Z,CAT-797F-101,OP-101,8420.8,1301.3,40.4,2.6,20.39,0.0,0,DUMPING,FASTENED,12.7,OVERBURDEN_DUMP_WEST,SEVERE,93.4,74.3,NONE,TSK-1001
2026-09-20T06:17:15Z,CAT-797F-102,OP-102,14210.3,1372.3,42.3,1.7,23.37,0.0,0,DUMPING,FASTENED,11.6,OVERBURDEN_DUMP_WEST,NORMAL,90.8,74.9,NONE,TSK-1010
2026-09-20T06:17:15Z,CAT-6060-201,OP-103,5120.5,2013.4,89.8,3.6,34.65,0.0,0,EXCAVATING,FASTENED,10.5,PIT_FLOOR_BENCH_A,SEVERE,95.1,75.9,NONE,TSK-1005
2026-09-20T06:17:15Z,CAT-994K-301,OP-104,9861.1,1579.8,73.2,0.1,12.02,3.0,2,LOADING,FASTENED,6.6,PIT_FLOOR_BENCH_A,NORMAL,89.0,72.6,NONE,TSK-1004
2026-09-20T06:17:15Z,CAT-D11-401,OP-105,16480.3,1799.4,81.1,3.8,22.05,0.0,1,DOZING,FASTENED,12.8,STAGING_BAY_4,MUDDY,95.3,76.4,NONE,TSK-1002
